traffic_level,road_condition,weather_severity,road_capacity,historical_delay,distance,demand_level,vehicle_load,previous_disruptions,disruption_prob,disruption
0.431,0.778,0.039,0.732,16.4,61.3,0.331,0.538,1,0.462,1
0.473,0.62,0.456,0.263,27.1,26.3,0.897,0.6,0,0.968,1
0.845,0.914,0.891,0.683,21.3,28.8,0.418,0.583,1,0.979,1
0.76,0.836,0.569,0.331,19.5,38.4,0.265,0.799,2,0.987,1
0.792,0.781,0.832,0.789,48.5,27.5,0.725,0.942,0,0.991,1
0.11,0.15,0.992,0.441,20.0,83.7,0.723,0.767,1,0.996,1
0.475,0.106,0.164,0.571,16.5,69.6,0.276,0.63,4,0.984,1
0.533,0.291,0.692,0.68,30.8,15.7,0.455,0.845,3,0.997,1
0.117,0.697,0.674,0.337,26.5,2.5,0.994,0.749,2,0.977,1
0.334,0.47,0.98,0.793,13.8,5.6,0.743,0.342,2,0.979,1
0.784,0.462,0.986,0.442,20.2,22.3,0.784,0.367,4,0.999,1
0.223,0.896,0.687,0.73,46.1,11.5,0.37,0.327,2,0.955,1
0.582,0.906,0.244,0.327,20.9,46.3,0.263,0.62,2,0.917,1
0.294,0.918,0.799,0.75,9.0,73.2,0.422,0.878,1,0.811,1
0.111,0.382,0.107,0.303,12.9,63.2,0.399,0.519,2,0.869,1
0.317,0.722,0.781,0.54,29.9,19.9,0.388,0.569,1,0.972,1
0.978,0.344,0.91,0.398,28.2,35.1,0.354,0.937,3,1.0,1
0.821,0.272,0.383,0.799,25.2,44.2,0.66,0.886,4,0.994,1
0.964,0.266,0.631,0.41,28.3,69.2,0.462,0.766,2,0.999,1
0.539,0.408,0.43,0.905,85.3,71.6,0.856,0.487,2,0.997,1
0.199,0.487,0.438,0.913,8.3,77.5,0.347,0.382,0,0.551,0
0.593,0.848,0.31,0.357,27.7,44.3,0.572,0.311,0,0.88,1
0.509,0.208,0.762,0.691,51.6,59.6,0.211,0.375,0,0.997,1
0.86,0.761,0.936,0.27,23.9,11.3,0.585,0.505,3,0.999,1
0.188,0.578,0.941,0.513,57.7,48.9,0.245,0.686,2,0.998,1
0.539,0.359,0.175,0.771,57.7,22.6,0.982,0.345,2,0.984,1
0.235,0.544,0.875,0.728,38.3,37.8,0.832,0.395,0,0.974,1
0.392,0.37,0.737,0.7,13.4,54.6,0.592,0.427,4,0.989,1
0.764,0.636,0.253,0.426,34.2,23.3,0.269,0.742,3,0.99,1
0.528,0.49,0.067,0.502,34.7,6.3,0.674,0.731,1,0.94,1
0.438,0.248,0.268,0.282,75.0,2.8,0.807,0.686,2,0.999,1
0.455,0.205,0.912,0.775,14.4,3.8,0.353,0.475,2,0.992,1
0.514,0.592,0.633,0.603,34.6,2.7,0.655,0.56,3,0.992,1
0.807,0.912,0.721,0.767,26.4,11.2,0.851,0.368,0,0.938,1
0.903,0.41,0.257,0.399,25.5,21.9,0.815,0.459,0,0.978,1
0.96,0.76,0.719,0.46,32.2,20.4,0.842,0.928,1,0.996,1
0.808,0.693,0.028,0.467,43.9,83.9,0.903,0.986,5,0.994,1
0.384,0.938,0.375,0.221,19.0,27.4,0.95,0.753,2,0.934,1
0.719,0.839,0.627,0.473,29.6,12.6,0.524,0.942,0,0.977,1
0.494,0.61,0.146,0.843,92.3,47.3,0.655,0.75,2,0.992,1
0.329,0.691,0.823,0.918,15.9,73.2,0.833,0.323,3,0.944,1
0.857,0.909,0.235,0.615,35.8,58.3,0.758,0.998,0,0.915,1
0.135,0.46,0.652,0.564,10.2,26.6,0.996,0.369,2,0.935,1
0.912,0.394,0.405,0.225,30.3,48.6,0.211,0.778,2,0.998,1
0.515,0.11,0.596,0.903,30.7,61.3,0.484,0.477,2,0.99,1
0.673,0.844,0.107,0.21,58.5,62.4,0.425,0.574,0,0.976,1
0.693,0.821,0.017,0.956,29.1,57.3,0.41,0.752,8,0.958,1
0.906,0.194,0.91,0.591,44.6,74.3,0.378,0.606,2,1.0,1
0.673,0.619,0.27,0.474,18.2,74.2,0.767,0.475,1,0.925,1
0.653,0.518,0.82,0.939,19.9,50.1,0.268,0.534,1,0.971,1
0.16,0.207,0.999,0.22,14.5,37.7,0.793,0.539,0,0.994,1
0.567,0.983,0.211,0.665,14.5,55.3,0.755,0.972,0,0.522,0
0.235,0.293,0.265,0.639,10.3,69.9,0.401,0.859,0,0.792,0
0.764,0.161,0.663,0.375,30.0,2.5,0.402,0.621,1,0.998,1
0.561,0.635,0.965,0.543,14.3,84.3,0.703,0.44,1,0.985,1
0.712,0.765,0.916,0.722,22.4,17.2,0.81,0.868,3,0.993,1
0.138,0.129,0.503,0.782,14.3,41.0,0.901,0.41,0,0.881,1
0.176,0.693,0.795,0.201,17.2,74.4,0.882,0.447,2,0.981,1
0.745,0.579,0.136,0.949,57.6,20.7,0.972,0.556,1,0.954,1
0.165,0.193,0.977,0.332,19.7,41.6,0.665,0.916,0,0.996,1
0.164,0.255,0.964,0.387,12.1,13.0,0.927,0.392,2,0.993,1
0.111,0.611,0.164,0.411,42.7,34.8,0.847,0.386,4,0.963,1
0.961,0.367,0.299,0.23,47.1,16.7,0.916,0.646,2,0.999,1
0.764,0.944,0.1,0.298,22.4,32.2,0.209,0.493,2,0.906,1
0.418,0.837,0.272,0.989,12.6,33.0,0.973,0.698,1,0.388,1
0.367,0.985,0.816,0.452,26.1,84.4,0.579,0.616,1,0.958,1
0.415,0.334,0.378,0.292,22.7,84.6,0.839,0.604,1,0.981,1
0.797,0.973,0.088,0.286,43.3,11.5,0.302,0.378,1,0.942,1
0.695,0.488,0.342,0.776,37.5,62.3,0.517,0.399,2,0.977,1
0.267,0.413,0.981,0.884,21.4,6.3,0.417,0.875,2,0.984,1
0.257,0.145,0.63,0.406,70.9,4.5,0.433,0.92,2,1.0,1
0.189,0.147,0.416,0.217,16.2,10.7,0.299,0.464,4,0.993,1
0.694,0.723,0.167,0.378,19.2,82.1,0.845,0.379,1,0.891,1
0.788,0.512,0.986,0.245,46.1,80.1,0.207,0.337,3,1.0,1
0.339,0.304,0.821,0.283,12.8,18.1,0.45,0.726,4,0.998,1
0.119,0.653,0.281,0.545,25.5,15.4,0.34,0.801,2,0.865,1
0.174,0.328,0.07,0.384,51.6,22.0,0.671,0.561,1,0.969,1
0.971,0.62,0.057,0.613,42.2,44.8,0.403,0.776,2,0.98,1
0.366,0.423,0.12,0.403,22.7,49.3,0.407,0.799,1,0.925,1
0.792,0.841,0.581,0.952,29.1,20.4,0.591,0.955,2,0.948,1
0.662,0.839,0.929,0.925,23.4,64.8,0.722,0.345,3,0.981,1
0.444,0.53,0.497,0.653,17.6,27.7,0.297,0.435,0,0.887,1
0.285,0.416,0.843,0.484,22.3,78.5,0.34,0.348,2,0.99,1
0.209,0.426,0.446,0.505,26.1,56.5,0.398,0.908,4,0.988,1
0.654,0.825,0.709,0.529,33.4,38.2,0.979,0.855,1,0.986,1
0.797,0.395,0.732,0.782,23.2,67.6,0.518,0.702,2,0.993,1
0.68,0.288,0.174,0.561,27.2,69.9,0.679,0.359,1,0.965,1
0.577,0.176,0.361,0.885,38.0,26.1,0.393,0.491,6,0.997,1
0.138,0.52,0.637,0.955,13.1,30.2,0.592,0.508,0,0.689,1
0.972,0.534,0.071,0.469,35.8,79.7,0.259,0.693,1,0.98,1
0.819,0.857,0.362,0.649,42.6,15.7,0.228,0.481,2,0.974,1
0.364,0.299,0.535,0.276,25.3,5.5,0.575,0.351,2,0.992,1
0.982,0.443,0.996,0.36,32.4,39.7,0.519,0.812,4,1.0,1
0.642,0.828,0.475,0.531,49.9,68.5,0.31,0.509,0,0.973,1
0.624,0.841,0.816,0.365,18.3,66.0,0.75,0.617,2,0.989,1
0.773,0.446,0.432,0.901,100.4,78.3,0.994,0.389,1,0.999,1
0.831,0.513,0.796,0.327,22.7,46.3,0.517,0.862,2,0.998,1
0.691,0.373,0.595,0.565,17.5,10.3,0.7,0.696,0,0.98,1
0.215,0.939,0.887,0.685,38.5,50.9,0.97,0.931,0,0.944,1
0.404,0.207,0.411,0.753,14.3,66.6,0.865,0.647,1,0.936,1
0.935,0.94,0.604,0.506,43.0,9.7,0.571,0.959,3,0.997,1
0.302,0.715,0.63,0.895,32.5,16.3,0.79,0.924,3,0.952,1
0.435,0.578,0.417,0.655,40.3,3.0,0.303,0.704,0,0.947,1
0.489,0.129,0.144,0.552,83.9,51.3,0.61,0.954,2,0.999,1
0.495,0.528,0.094,0.254,17.6,75.6,0.423,0.526,2,0.94,1
0.652,0.467,0.017,0.572,34.9,57.7,0.329,0.556,1,0.934,1
0.949,0.245,0.874,0.857,25.6,83.5,0.541,0.332,2,0.998,1
0.317,0.691,0.236,0.692,15.7,7.2,0.305,0.712,3,0.815,1
0.209,0.974,0.212,0.866,33.5,76.9,0.759,0.805,2,0.561,1
0.278,0.606,0.736,0.595,13.8,69.6,0.565,0.841,1,0.946,1
0.898,0.743,0.32,0.295,35.9,28.1,0.625,0.405,1,0.985,1
0.681,0.162,0.506,0.211,27.5,82.8,0.317,0.611,0,0.997,1
0.357,0.476,0.163,0.443,24.5,25.9,0.312,0.424,4,0.965,1
0.834,0.205,0.96,0.758,75.0,75.8,0.667,0.763,1,1.0,1
0.875,0.652,0.852,0.832,22.7,75.1,0.988,0.411,1,0.985,1
0.862,0.945,0.864,0.437,34.3,64.9,0.277,0.933,2,0.997,1
0.927,0.696,0.407,0.597,53.0,48.8,0.429,0.461,1,0.992,1
0.327,0.169,0.762,0.537,18.0,12.0,0.896,0.504,1,0.99,1
0.78,0.419,0.144,0.528,20.7,46.2,0.258,0.896,3,0.982,1
0.514,0.596,0.009,0.385,25.2,31.6,0.901,0.621,2,0.916,1
0.858,0.463,0.02,0.309,27.5,67.8,0.619,0.317,5,0.993,1
0.756,0.85,0.587,0.357,21.4,64.9,0.527,0.646,1,0.977,1
0.799,0.833,0.455,0.244,48.3,77.6,0.448,0.359,2,0.995,1
0.691,0.651,0.518,0.359,28.3,3.2,0.438,0.99,0,0.986,1
0.26,0.436,0.007,0.207,47.1,69.2,0.445,0.712,5,0.994,1
0.591,0.33,0.423,0.702,39.4,79.9,0.908,0.48,0,0.977,1
0.986,0.195,0.718,0.453,42.4,67.5,0.779,0.695,1,0.999,1
0.944,0.419,0.443,0.979,23.7,12.8,0.736,0.354,1,0.964,1
0.139,0.472,0.732,0.355,11.8,8.7,0.839,0.86,0,0.961,1
0.248,0.708,0.233,0.477,9.5,3.7,0.406,0.948,3,0.855,1
0.219,0.692,0.813,0.486,41.7,54.2,0.694,0.912,3,0.995,1
0.753,0.163,0.588,0.207,21.7,54.3,0.568,0.539,1,0.998,1
0.836,0.456,0.211,0.871,26.0,83.9,0.826,0.528,1,0.925,1
0.292,0.264,0.237,0.226,18.2,35.0,0.447,0.325,0,0.931,1
0.555,0.241,0.628,0.952,18.5,29.5,0.715,0.756,5,0.993,1
0.857,0.845,0.83,0.914,24.9,53.8,0.906,0.674,0,0.953,1
0.76,0.138,0.416,0.628,32.7,70.5,0.522,0.622,1,0.994,1
0.588,0.477,0.258,0.635,16.1,79.8,0.253,0.935,2,0.942,1
0.631,0.251,0.867,0.723,16.7,68.7,0.613,0.418,2,0.995,1
0.558,0.891,0.669,0.51,20.9,37.4,0.477,0.307,3,0.971,1
0.368,0.601,0.448,0.718,28.3,54.7,0.738,0.351,0,0.86,1
0.609,0.308,0.488,0.236,27.4,73.1,0.961,0.456,1,0.994,1
0.72,0.552,0.204,0.243,26.2,42.7,0.588,0.323,3,0.986,1
0.886,0.758,0.627,0.566,34.7,20.0,0.573,0.652,0,0.985,1
0.673,0.962,0.359,0.64,23.6,16.1,0.724,0.52,2,0.884,1
0.785,0.298,0.996,0.91,60.9,2.0,0.283,0.426,1,0.999,1
0.244,0.898,0.48,0.284,6.9,61.6,0.403,0.825,0,0.78,1
0.515,0.941,0.486,0.858,29.7,11.2,0.935,0.443,2,0.862,1
0.108,0.925,0.566,0.368,36.0,22.2,0.736,0.781,5,0.986,1
0.322,0.672,0.917,0.515,32.5,26.7,0.211,0.544,1,0.988,1
0.754,0.667,0.801,0.453,21.9,48.5,0.364,0.658,3,0.996,1
0.993,0.463,0.451,0.52,30.1,35.0,0.746,0.954,2,0.996,1
0.189,0.777,0.719,0.32,23.7,58.0,0.812,0.326,2,0.966,1
0.461,0.578,0.586,0.603,12.9,6.6,0.872,0.65,2,0.957,1
0.82,0.71,0.492,0.841,45.6,12.3,0.434,0.898,3,0.991,1
0.284,0.486,0.192,0.553,26.1,43.4,0.945,0.712,0,0.832,1
0.6,0.758,0.464,0.592,34.6,30.0,0.642,0.494,0,0.937,1
0.76,0.842,0.246,0.879,20.6,26.6,0.757,0.578,1,0.733,1
0.654,0.232,0.915,0.765,35.3,7.6,0.677,0.776,3,0.999,1
0.269,0.85,0.335,0.592,23.8,76.3,0.298,0.924,0,0.704,0
0.42,0.586,0.952,0.406,37.2,59.4,0.97,0.329,1,0.995,1
0.805,0.86,0.533,0.908,20.8,12.1,0.298,0.35,0,0.828,1
0.599,0.488,0.632,0.662,15.3,7.4,0.404,0.528,4,0.99,1
0.105,0.441,0.543,0.377,9.6,82.9,0.851,0.463,1,0.917,1
0.785,0.924,0.129,0.415,22.0,58.5,0.695,0.485,1,0.851,1
0.132,0.326,0.376,0.843,15.6,36.6,0.871,0.455,0,0.704,0
0.771,0.86,0.099,0.235,56.7,60.2,0.613,0.437,3,0.992,1
0.282,0.536,0.623,0.994,14.5,64.8,0.502,0.391,3,0.902,1
0.962,0.563,0.447,0.304,52.0,66.7,0.937,0.954,2,0.999,1
0.431,0.378,0.778,0.837,10.8,41.7,0.229,0.401,1,0.954,1
0.394,0.616,0.22,0.516,12.6,37.7,0.885,0.443,3,0.884,0
0.234,0.393,0.165,0.594,6.3,2.9,0.385,0.472,2,0.768,1
0.375,0.135,0.406,0.905,15.3,78.9,0.879,0.953,3,0.963,1
0.889,0.345,0.927,0.53,58.0,52.1,0.311,0.829,2,1.0,1
0.997,0.106,0.71,0.63,26.4,18.9,0.664,0.853,0,0.998,1
0.431,0.981,0.419,0.239,24.8,78.3,0.91,0.373,2,0.93,1
0.504,0.969,0.517,0.202,21.6,77.9,0.579,0.885,2,0.976,1
0.75,0.456,0.084,0.396,60.6,84.1,0.797,0.586,2,0.995,1
0.898,0.756,0.985,0.744,24.4,74.5,0.844,0.484,3,0.996,1
0.634,0.411,0.666,0.297,19.4,84.8,0.789,0.703,1,0.995,1
0.452,0.704,0.285,0.291,11.8,22.3,0.94,0.876,1,0.913,1
0.471,0.825,0.586,0.529,20.3,71.9,0.557,0.845,1,0.938,1
0.726,0.952,0.109,0.718,23.0,70.3,0.339,0.923,2,0.777,1
0.103,0.46,0.966,0.77,33.2,21.2,0.238,0.95,2,0.989,1
0.658,0.805,0.175,0.343,30.4,10.2,0.397,0.467,1,0.926,1
0.42,0.339,0.648,0.264,24.8,83.3,0.315,0.597,0,0.991,1
0.815,0.991,0.245,0.952,31.8,26.6,0.646,0.31,2,0.807,1
0.184,0.123,0.718,0.409,6.0,74.3,0.348,0.916,0,0.98,1
0.629,0.643,0.777,0.883,24.6,2.3,0.231,0.408,0,0.948,1
0.533,0.694,0.673,0.891,127.5,3.7,0.229,0.903,2,1.0,1
0.678,0.719,0.614,0.818,44.0,40.7,0.865,0.531,0,0.968,1
0.158,0.208,0.892,0.335,37.5,21.8,0.673,0.558,0,0.997,1
0.622,0.945,0.079,0.857,41.5,59.3,0.486,0.327,1,0.696,1
0.605,0.263,0.331,0.815,16.8,48.9,0.915,0.529,1,0.933,1
0.605,0.66,0.248,0.677,19.0,8.4,0.256,0.922,3,0.933,1
0.643,0.3,0.988,0.47,16.1,15.5,0.984,0.318,0,0.995,1
0.709,0.376,0.389,0.41,23.1,34.2,0.693,0.584,3,0.994,1
0.824,0.592,0.733,0.298,22.3,17.4,0.347,0.322,1,0.994,1
0.343,0.475,0.685,0.608,18.2,67.8,0.743,0.56,2,0.975,1
0.843,0.244,0.212,0.668,38.0,36.5,0.811,0.421,0,0.98,1
0.548,0.254,0.239,0.487,44.8,9.8,0.543,0.477,1,0.989,1
0.169,0.476,0.281,0.58,25.0,42.2,0.889,0.914,1,0.885,1
0.153,0.782,0.411,0.491,45.7,9.5,0.321,0.605,1,0.933,1
0.401,0.908,0.234,0.713,10.9,12.7,0.423,0.492,6,0.861,1
0.806,0.176,0.02,0.921,20.3,21.9,0.275,0.713,2,0.932,1
0.737,0.454,0.879,0.331,34.7,73.3,0.369,0.399,1,0.998,1
0.81,0.19,0.966,0.505,25.4,78.7,0.391,0.482,2,0.999,1
0.566,0.115,0.342,0.313,18.5,70.6,0.934,0.682,4,0.997,1
0.496,0.696,0.339,0.7,18.4,29.7,0.262,0.466,1,0.813,1
0.233,0.642,0.007,0.783,10.5,24.6,0.542,0.775,1,0.33,1
0.395,0.247,0.68,0.946,20.6,47.6,0.626,0.644,2,0.974,1
0.491,0.31,0.825,0.423,21.0,61.9,0.919,0.84,1,0.996,1
0.18,0.121,0.147,0.96,15.3,84.4,0.998,0.964,1,0.711,1
0.299,0.851,0.16,0.251,24.2,12.9,0.803,0.381,1,0.784,1
0.638,0.977,0.79,0.682,23.3,6.1,0.977,0.534,0,0.923,1
0.762,0.222,0.616,0.246,23.4,59.6,0.83,0.524,1,0.998,1
0.999,0.308,0.045,0.915,27.7,71.1,0.971,0.406,1,0.939,1
0.94,0.882,0.623,0.624,29.9,72.2,0.766,0.867,0,0.974,1
0.678,0.934,0.309,0.735,37.3,58.3,0.264,0.832,3,0.948,1
0.479,0.478,0.369,0.865,33.2,81.2,0.522,0.639,2,0.948,1
0.673,0.146,0.77,0.32,33.3,44.4,0.717,0.676,4,1.0,1
0.807,0.135,0.811,0.231,24.2,77.8,0.481,0.342,0,0.999,1
0.207,0.617,0.4,0.903,18.5,82.3,0.419,0.689,0,0.571,0
0.469,0.454,0.947,0.452,24.4,72.3,0.662,0.854,2,0.997,1
0.856,0.126,0.406,0.303,31.3,27.7,0.947,0.702,1,0.998,1
0.445,0.625,0.772,0.575,23.1,18.3,0.228,0.486,2,0.983,1
0.615,0.11,0.484,0.679,25.5,47.5,0.815,0.767,0,0.985,1
0.629,0.809,0.898,0.225,28.2,39.6,0.778,0.553,2,0.997,1
0.266,0.376,0.908,0.42,25.5,74.9,0.971,0.681,0,0.991,1
0.426,0.136,0.087,0.226,12.4,10.3,0.945,0.641,2,0.975,1
0.401,0.63,0.936,0.536,30.8,23.4,0.81,0.567,2,0.994,1
0.124,0.458,0.826,0.916,5.3,64.4,0.616,0.803,1,0.853,1
0.122,0.976,0.791,0.986,4.1,9.9,0.363,0.919,0,0.353,0
0.849,0.59,0.201,0.71,77.2,28.6,0.636,0.304,0,0.99,1
0.346,0.348,0.805,0.329,55.8,34.1,0.812,0.954,2,0.999,1
0.566,0.738,0.85,0.925,15.1,53.7,0.917,0.658,2,0.951,1
0.369,0.344,0.289,0.613,18.0,15.1,0.832,0.791,4,0.974,1
0.947,0.914,0.952,0.323,26.8,73.4,0.356,0.899,1,0.997,1
0.333,0.437,0.05,0.937,18.3,39.1,0.68,0.627,2,0.645,1
0.487,0.595,0.15,0.806,38.8,78.1,0.466,0.884,2,0.912,1
0.885,0.146,0.538,0.785,67.3,40.8,0.207,0.424,0,0.999,1
0.858,0.484,0.576,0.767,36.5,24.8,0.36,0.411,2,0.993,1
0.267,0.849,0.645,0.36,13.2,13.8,0.291,0.76,0,0.886,0
0.822,0.825,0.017,0.369,34.4,2.3,0.874,0.909,1,0.947,1
0.512,0.302,0.96,0.751,18.4,46.2,0.407,0.925,0,0.989,1
0.535,0.303,0.045,0.376,49.5,10.9,0.428,0.751,3,0.995,1
0.22,0.836,0.143,0.551,36.2,34.5,0.968,0.668,2,0.818,1
0.173,0.937,0.014,0.826,16.6,50.9,0.503,0.532,4,0.398,0
0.755,0.186,0.567,0.827,24.8,24.9,0.208,0.986,2,0.993,1
0.547,0.505,0.932,0.563,18.9,16.5,0.427,0.524,1,0.991,1
0.493,0.404,0.666,0.834,12.8,66.3,0.295,0.821,0,0.926,1
0.757,0.884,0.823,0.871,44.3,80.6,0.282,0.672,0,0.976,1
0.789,0.175,0.013,0.724,28.7,10.3,0.262,0.726,1,0.96,1
0.243,0.29,0.542,0.383,12.0,14.9,0.675,0.575,1,0.968,1
0.649,0.777,0.46,0.419,25.8,81.7,0.351,0.975,1,0.973,1
0.222,0.146,0.499,0.452,31.2,5.1,0.489,0.7,4,0.997,1
0.776,0.543,0.072,0.293,21.4,83.1,0.89,0.956,0,0.955,1
0.691,0.498,0.684,0.419,46.5,2.4,0.539,0.305,2,0.998,1
0.961,0.401,0.503,0.368,58.2,74.5,0.933,0.701,2,0.999,1
0.162,0.455,0.765,0.564,48.0,27.5,0.598,0.802,0,0.989,1
0.151,0.577,0.485,0.927,11.4,79.9,0.519,0.822,1,0.635,1
0.354,0.245,0.149,0.284,12.5,28.3,0.8,0.933,1,0.958,1
